Americas,Central America,Guatemala,UNSDC/NP/CTS," 2,904 "," 3,230 "," 3,631 "," 4,237 "," 4,507 "," 5,338 "," 5,885 "," 5,781 "," 6,292 "," 6,498 "," 5,960 "," 5,681 "," 5,155 "," 5,253 "," 4,998 "," 4,778 "," 4,520 ",, 24.9 , 27.1 , 29.7 , 33.9 , 35.2 , 40.8 , 43.9 , 42.2 , 44.9 , 45.4 , 40.7 , 38.0 , 33.8 , 33.7 , 31.4 , 29.4 , 27.3 
Americas,Central America,Honduras,OCAVI/NSO/CTS," 3,176 "," 3,488 "," 3,623 "," 4,073 "," 3,639 "," 3,212 "," 3,118 "," 3,588 "," 4,455 "," 5,280 "," 6,236 "," 7,104 "," 7,172 "," 6,431 "," 5,891 "," 5,148 "," 5,150 ",, 48.7 , 52.1 , 52.8 , 57.9 , 50.5 , 43.6 , 41.3 , 46.5 , 56.6 , 65.7 , 76.1 , 85.1 , 84.3 , 74.3 , 66.9 , 57.5 , 56.5 
Americas,Central America,Mexico,NSO," 10,737 "," 10,285 "," 10,088 "," 10,087 "," 9,329 "," 9,921 "," 10,452 "," 8,867 "," 14,006 "," 19,803 "," 25,757 "," 27,213 "," 25,967 "," 23,063 "," 20,010 "," 20,762 "," 24,559 ",, 10.6 , 10.0 , 9.7 , 9.5 , 8.7 , 9.1 , 9.5 , 7.9 , 12.3 , 17.1 , 22.0 , 22.9 , 21.5 , 18.8 , 16.1 , 16.5 , 19.3 
Americas,Central America,Nicaragua,NP, 476 , 537 , 554 , 635 , 646 , 729 , 722 , 714 , 736 , 802 , 785 , 738 , 673 , 594 , 525 , 524 , 453 ,, 9.5 , 10.5 , 10.7 , 12.1 , 12.2 , 13.6 , 13.2 , 12.9 , 13.2 , 14.2 , 13.7 , 12.7 , 11.5 , 10.0 , 8.7 , 8.6 , 7.4 
Americas,Central America,Panama,NSO/CTS, 299 , 306 , 376 , 337 , 308 , 364 , 221 , 279 , 493 , 562 , 460 , 549 , 637 , 663 , 568 , 447 , 390 ,, 9.9 , 9.9 , 11.9 , 10.5 , 9.4 , 10.9 , 6.5 , 8.1 , 14.0 , 15.7 , 12.6 , 14.8 , 16.9 , 17.3 , 14.5 , 11.3 , 9.7 
Americas,Northern America,Bermuda,NP/CTS, -   , 3 , 1 , 2 , 1 , 2 , 3 , 3 , 5 , 6 , 7 , 8 , 6 , 5 , 4 , 4 , 8 ,, -   , 4.7 , 1.5 , 3.1 , 1.5 , 3.1 , 4.6 , 4.6 , 7.7 , 9.3 , 10.9 , 12.6 , 9.5 , 8.0 , 6.4 , 6.5 , 13.0 
Americas,Northern America,Canada,OAS/CTS/SDG, 546 , 554 , 582 , 549 , 625 , 664 , 608 , 597 , 614 , 610 , 556 , 606 , 548 , 509 , 521 , 604 , 611 ,, 1.8 , 1.8 , 1.9 , 1.7 , 2.0 , 2.1 , 1.9 , 1.8 , 1.8 , 1.8 , 1.6 , 1.8 , 1.6 , 1.4 , 1.5 , 1.7 , 1.7 
Americas,Northern America,Greenland,NSO, 13 , 17 , 12 , 5 , 11 , 10 , 8 , 8 , 8 , 10 , 11 , 1 , 8 , 7 , 4 , 4 , 3 ,, 23.1 , 30.2 , 21.2 , 8.8 , 19.3 , 17.6 , 14.0 , 14.1 , 14.1 , 17.6 , 19.4 , 1.8 , 14.2 , 12.4 , 7.1 , 7.1 , 5.3 
Americas,Northern America,Saint Pierre and Miquelon,NP,,,,,,, -   , -   , 1 , 1 ,,,,,,,,,,,,,,, -   , -   , 16.0 , 15.9 ,,,,,,,
Americas,Northern America,United States of America,NP/UNSDC/CTS," 15,586 "," 19,033 "," 16,229 "," 16,528 "," 16,148 "," 16,740 "," 17,309 "," 17,128 "," 16,485 "," 15,399 "," 14,722 "," 14,661 "," 14,856 "," 14,319 "," 14,164 "," 15,883 "," 17,250 ",, 5.5 , 6.7 , 5.6 , 5.7 , 5.5 , 5.7 , 5.8 , 5.7 , 5.4 , 5.0 , 4.8 , 4.7 , 4.7 , 4.5 , 4.5 , 5.0 , 5.4 
